PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,GameDate
329.0,2025-04-04,21:34:00.59,3.0,3.0,"Wimbish, Camden",10071140.0,Right,NOR_WOL,"Ference, Jacob",823695.0,Right,VIR_CAV,Undefined,9,Top,2,1,1,Curveball,Curveball,InPlay,Undefined,LineDrive,Double,0,0,,84.38471,1.39053,-1.650181,2584.422725,21.426962,6:45,5.44614,2.12556,5.76638,-47.76247,-8.48453,-3.7852,2.76086,0.27392,77.72498,-7.335492,-2.32827,0.451072,90.72052,23.764987,-36.257145,1727.433487,87.6172,39.58291,-66.50725,307.10241,205.84694,-41.919891,3.536209,1.49673,-4.4317,-1.9866,50.0,5.53177,3.6828,-122.63556,1.29658,2.28456,23.73826,-38.93835,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20250404-DoakField-1,0e0b10b0-11be-11f0-a1c7-11fba6210698,83.56197,45.83124,,6.65974,,,,2.51822,3.09729,-0.35579,20cecf6c-e42f-45df-ad2a-0292f1a0ba18,2025-04-05,01:34:00.59,2025-04-04T21:34:00.5927424-04:00,2025-04-05T01:34:00.5927424Z,LineDrive,v3,471387,471482,,"Sosa, Alex",806227.0,Right,NOR_WOL,2517e63b-a06f-4d12-adf0-72064e1ef164,54.73623,-123.54893,11.86913,5.45306,2.79482,-19.46917,-2.12661,3.59489,1.14228,,2.51754,98.21597,-17.01504,3.77103,-0.97829,0.30972,-0.08682,0.01443,-0.00096,3.09795,53.60044,-18.34332,1.02224,0.0363,-0.09656,0.0348,-0.00495,0.00022,-0.35529,-72.03252,8.72955,-2.70011,0.71733,-0.17356,0.03573,-0.00461,0.00024,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,2025-04-05
330.0,2025-04-04,21:34:42.64,4.0,1.0,"Wimbish, Camden",10071140.0,Right,NOR_WOL,"James, Chone",827316.0,Right,VIR_CAV,Undefined,9,Top,2,0,0,Curveball,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,84.4658,0.617728,-1.711389,2534.810859,41.839004,7:30,5.46347,1.82549,5.83545,-43.90081,-4.63634,-5.23965,2.37951,-0.2023,77.5241,-7.431944,-2.651296,0.450995,,,,,,,,,,,,2.19504,-2.18311,-1.68281,50.0,5.48797,3.87609,-122.70257,-0.20348,3.33957,24.74611,-35.49551,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20250404-DoakField-1,271d3790-11be-11f0-a1c7-11fba6210698,83.57625,,,6.94169,,,,,,,20cecf6c-e42f-45df-ad2a-0292f1a0ba18,2025-04-05,01:34:42.64,2025-04-04T21:34:42.6408448-04:00,2025-04-05T01:34:42.6408448Z,,v3,471387,471482,,"Sosa, Alex",806227.0,Right,NOR_WOL,f03c722b-b904-4198-96f3-d4707d175225,54.66513,-123.63983,12.37305,5.47022,1.14091,-17.74775,-1.82722,3.7496,1.66979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-05
331.0,2025-04-04,21:35:05.43,4.0,2.0,"Wimbish, Camden",10071140.0,Right,NOR_WOL,"James, Chone",827316.0,Right,VIR_CAV,Undefined,9,Top,2,0,1,Curveball,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.50183,2.073458,-0.871492,2660.282111,20.566734,6:45,5.41803,1.8982,5.77974,-49.4494,-10.81953,-4.53547,3.22755,0.7093,77.86589,-6.985418,-1.684449,0.447335,,,,,,,,,,,,2.04028,-5.71874,-1.82356,50.0,5.5596,2.0772,-124.11708,2.69045,3.15689,26.7207,-41.02256,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20250404-DoakField-1,34b39c50-11be-11f0-a1c7-11fba6210698,84.25998,,,7.63594,,,,,,,20cecf6c-e42f-45df-ad2a-0292f1a0ba18,2025-04-05,01:35:05.43,2025-04-04T21:35:05.4383104-04:00,2025-04-05T01:35:05.4383104Z,,v3,471387,471482,,"Sosa, Alex",806227.0,Right,NOR_WOL,cf99735b-abb9-48e8-9549-8cbe91355c02,54.72093,-125.12931,13.36035,5.42824,4.24446,-20.51128,-1.89999,1.95761,1.57844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-05
332.0,2025-04-04,21:35:43.36,4.0,3.0,"Wimbish, Camden",10071140.0,Right,NOR_WOL,"James, Chone",827316.0,Right,VIR_CAV,Undefined,9,Top,2,0,2,Curveball,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.75449,0.868057,-1.387834,2629.468862,19.206474,6:45,5.52314,1.6416,5.67095,-43.91306,-7.66776,-3.0248,2.67335,0.09535,81.20835,-7.131425,-1.928986,0.433308,88.20685,-44.375742,63.170407,,,,,2.87223,2.87223,52.341526,0.028299,1.18913,-3.8341,-1.52248,50.0,5.56837,3.21829,-127.6064,0.29403,1.9766,24.26336,-38.54722,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20250404-DoakField-1,4b4d2210-11be-11f0-a1c7-11fba6210698,86.98754,2.56646,,6.54614,,,,0.57094,2.56646,-0.0668,20cecf6c-e42f-45df-ad2a-0292f1a0ba18,2025-04-05,01:35:43.36,2025-04-04T21:35:43.3628672-04:00,2025-04-05T01:35:43.3628672Z,GroundBall,v3,471387,471482,,"Sosa, Alex",806227.0,Right,NOR_WOL,ac088806-fcb5-44df-9bd7-b13e3cea8c25,54.83149,-128.52179,12.13168,5.52985,1.7483,-19.27361,-1.64249,3.14372,0.9883,,0.57049,41.83351,,,,,,,,2.56743,-90.68962,,,,,,,,-0.06768,82.71009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,,2025-04-05
333.0,2025-04-04,21:36:10.86,4.0,4.0,"Wimbish, Camden",10071140.0,Right,NOR_WOL,"James, Chone",827316.0,Right,VIR_CAV,Undefined,9,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,95.97794,-2.297279,-4.527523,2331.878232,212.415335,1:00,5.51682,1.49511,6.04998,-13.45233,17.13485,10.20016,2.26135,-1.85486,86.84072,-4.892917,-2.700244,0.398053,,,,,,,,,,,,-6.59835,9.81414,-1.14748,50.0,5.33018,10.52978,-138.82765,-5.96304,-12.76529,33.60444,-13.18742,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20250404-DoakField-1,5bac91e0-11be-11f0-a1c7-11fba6210698,94.69198,,,9.13722,,,,,,,20cecf6c-e42f-45df-ad2a-0292f1a0ba18,2025-04-05,01:36:10.86,2025-04-04T21:36:10.8654592-04:00,2025-04-05T01:36:10.8654592Z,,v3,471387,471482,,"Sosa, Alex",806227.0,Right,NOR_WOL,1c1b77e7-58a4-4918-b5db-7175c853b0ae,54.44704,-139.89995,16.80222,5.51374,-5.54224,-6.59371,-1.48998,10.93711,-6.38264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-05
334.0,2025-04-04,21:36:30.50,4.0,5.0,"Wimbish, Camden",10071140.0,Right,NOR_WOL,"James, Chone",827316.0,Right,VIR_CAV,Undefined,9,Top,2,1,2,Curveball,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,83.70327,0.130125,-0.408865,2584.332495,30.903473,7:00,5.48564,1.74138,5.73512,-50.41806,-10.31048,-6.91217,1.40532,0.78462,77.0557,-9.056512,-1.649579,0.455811,,,,,,,,,,,,3.43051,-5.00201,-1.70293,50.0,5.46506,1.14114,-121.67687,-1.50048,5.12682,24.57581,-39.6494,NOR_WOL,VIR_CAV,DoakField,D1,ACC,20250404-DoakField-1,6763d660-11be-11f0-a1c7-11fba6210698,82.69314,,,6.64757,,,,,,,20cecf6c-e42f-45df-ad2a-0292f1a0ba18,2025-04-05,01:36:30.50,2025-04-04T21:36:30.5018880-04:00,2025-04-05T01:36:30.5018880Z,,v3,471387,471482,,"Sosa, Alex",806227.0,Right,NOR_WOL,7ebb2a9e-9e54-410c-9ad5-84b18dafc5d3,54.76751,-122.63602,12.28791,5.49343,0.04696,-19.8247,-1.74356,0.94105,2.56341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-05
144.0,2025-04-04,21:15:48.99,5.0,1.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Harrelson, Gage",702629.0,Left,FLO_SEM,Undefined,4,Bottom,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,95.56273,-4.456848,2.997226,2323.331258,150.097807,11:00,6.51525,-1.6859,5.73768,-11.50485,19.9456,-10.7906,1.39229,0.20839,86.06634,-6.69571,1.069591,0.403631,,,,,,,,,,,,6.40477,11.88024,1.44269,50.0,6.13609,-6.71156,-137.98968,-11.06684,12.16781,34.91132,-9.60382,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,82a40830-11bb-11f0-a182-e34205e8fd36,93.38334,,,9.4964,,,,,,,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:15:48.99,2025-04-04T21:15:48.9943040-04:00,2025-04-05T01:15:48.9943040Z,,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,e3679cbd-bf7c-4480-9ce4-407bf7446536,54.75814,-139.18828,17.45566,6.51039,-10.73712,-4.80191,1.68029,-7.12931,6.0839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-05
145.0,2025-04-04,21:16:05.66,5.0,2.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Harrelson, Gage",702629.0,Left,FLO_SEM,Undefined,4,Bottom,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,StolenBase,0,0,,96.05585,-4.182276,3.872728,2344.762669,153.676062,11:00,6.50486,-1.46013,6.31674,-8.54646,21.88426,-10.268,1.92477,1.25672,86.53547,-5.911565,2.021901,0.397034,,,,,,,,,,,,6.52095,12.98253,1.18085,50.0,6.19317,-8.93755,-138.78929,-10.30198,12.54409,35.05434,-7.20006,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,8c8f8d60-11bb-11f0-a182-e34205e8fd36,94.93508,,,9.52039,,,,,,,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:16:05.66,2025-04-04T21:16:05.6695296-04:00,2025-04-05T01:16:05.6695296Z,,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,5f14a46c-7920-4996-aa61-e12257d2462b,54.17956,-139.84094,17.52717,6.49899,-10.08597,-3.60003,1.45463,-9.31388,6.27204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-05
146.0,2025-04-04,21:16:33.72,5.0,3.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Harrelson, Gage",702629.0,Left,FLO_SEM,Undefined,4,Bottom,1,1,1,Slider,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.50019,-2.002731,2.28483,2218.423195,12.608405,6:30,6.48683,-2.06343,5.35281,-46.86916,-5.6878,-1.57071,0.70045,-0.05024,76.79483,-10.462447,2.004929,0.461872,,,,,,,,,,,,1.4739,-1.9213,1.85895,50.0,6.27268,-4.76506,-121.05512,-5.95612,2.17255,25.10485,-35.00605,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,9d505710-11bb-11f0-a182-e34205e8fd36,81.60796,,,6.70536,,,,,,,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:16:33.72,2025-04-04T21:16:33.7272320-04:00,2025-04-05T01:16:33.7272320Z,,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,f458f969-87e7-43a1-8ee9-e255a9061cf5,55.14829,-122.11812,12.55242,6.49349,-4.47387,-17.50303,2.06266,-4.85705,1.08627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-05
147.0,2025-04-04,21:16:51.15,5.0,4.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Harrelson, Gage",702629.0,Left,FLO_SEM,Undefined,4,Bottom,1,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,83.43872,1.502634,1.599859,2238.532226,341.930408,5:30,6.39431,-2.07462,5.36377,-44.66439,-3.57339,1.5963,4.08219,-0.44101,76.1869,-6.641715,1.88356,0.461365,,,,,,,,,,,,-0.33421,-1.77827,1.92981,50.0,6.49771,-3.44903,-121.03455,1.52471,-0.49395,24.43926,-34.80217,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,a7956df0-11bb-11f0-a182-e34205e8fd36,81.69762,,,7.25182,,,,,,,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:16:51.15,2025-04-04T21:16:51.1562752-04:00,2025-04-05T01:16:51.1562752Z,,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,4417b5ba-bb06-4e7a-878b-fdfa2129fd56,55.13527,-122.06706,12.21963,6.40223,2.99503,-17.40109,2.07509,-3.42816,-0.24698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-05
148.0,2025-04-04,21:17:07.59,5.0,5.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Harrelson, Gage",702629.0,Left,FLO_SEM,Undefined,4,Bottom,1,2,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,94.01768,-4.024316,3.117715,2380.886416,144.069891,10:45,6.58265,-1.79054,5.87821,-11.9365,20.43651,-13.90981,1.83874,-0.05132,84.43244,-6.360667,0.6263,0.409509,80.5759,44.134624,-63.566392,5748.227798,30.51501,76.8715,-105.68234,228.21325,83.20843,-82.247825,4.355779,8.16229,12.15091,1.5466,50.0,6.2499,-6.77452,-135.85345,-9.87365,14.97277,34.88514,-9.8846,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,b16c0b90-11bb-11f0-a182-e34205e8fd36,92.04311,79.98089,,9.58525,,,,0.10627,2.09722,-0.42972,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:17:07.59,2025-04-04T21:17:07.5939840-04:00,2025-04-05T01:17:07.5939840Z,FlyBall,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,c5ecdb1c-9992-4ffd-9f40-7fbe56083740,54.61942,-137.03451,17.44257,6.57851,-9.539,-4.9423,1.78454,-7.28143,7.48639,136.190671,0.09488,38.08783,-20.08037,9.87822,-5.89416,2.87648,-0.87227,0.13973,-0.00894,2.08232,82.64164,-27.56895,5.80053,-3.09369,1.32081,-0.33242,0.04297,-0.00219,-0.41729,-76.24163,9.38023,-3.24011,2.2147,-1.06608,0.28581,-0.03822,0.00197,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,2025-04-05
149.0,2025-04-04,21:17:28.86,5.0,6.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Harrelson, Gage",702629.0,Left,FLO_SEM,Undefined,4,Bottom,1,2,2,Slider,Slider,InPlay,Undefined,GroundBall,Out,1,0,,83.79952,-1.344681,2.543965,2295.171974,26.231605,6:45,6.4674,-2.23998,5.45185,-45.15758,-4.47713,-2.85248,1.44395,-0.09454,76.95753,-9.534686,2.035345,0.459055,80.19556,8.816232,17.940129,1848.221142,,,,108.58963,105.86915,19.912137,1.012491,2.19524,-1.52055,2.01743,50.0,6.31729,-5.28241,-121.53243,-4.49198,3.26499,25.05552,-34.43557,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,be25cbf0-11bb-11f0-a182-e34205e8fd36,82.10884,5.46958,,6.84199,,,,1.61899,1.41606,0.069,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:17:28.86,2025-04-04T21:17:28.8655360-04:00,2025-04-05T01:17:28.8655360Z,LineDrive,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,80aaf429-08fd-4054-b009-ff97fbf2a095,55.0491,-122.56894,12.52776,6.47366,-3.06741,-17.21779,2.23875,-5.41747,1.63249,299.074679,1.61899,110.57904,-12.30392,1.34851,-0.29724,0.04494,-0.00087,-0.00355,0.00124,1.41606,18.02711,-20.84584,1.90802,-0.32588,0.06208,0.00378,-0.00868,0.00263,0.069,35.80161,0.96438,-0.34916,0.04376,-0.00108,-0.01138,0.00852,-0.00233,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,2025-04-05
150.0,2025-04-04,21:17:42.86,6.0,1.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Lodise, Alex",822676.0,Right,FLO_SEM,Undefined,4,Bottom,2,0,0,Undefined,,BallIntentional,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,e0976d90-121c-11f0-9235-e34c86834e64,,,,,,,,,,,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:17:42.86,2025-04-04T21:17:42.8655360-04:00,2025-04-05T01:17:42.8655360Z,,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05
151.0,2025-04-04,21:17:56.86,6.0,2.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Lodise, Alex",822676.0,Right,FLO_SEM,Undefined,4,Bottom,2,1,0,Undefined,,BallIntentional,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,e0976d91-121c-11f0-9235-e34c86834e64,,,,,,,,,,,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:17:56.86,2025-04-04T21:17:56.8655360-04:00,2025-04-05T01:17:56.8655360Z,,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05
152.0,2025-04-04,21:18:10.86,6.0,3.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Lodise, Alex",822676.0,Right,FLO_SEM,Undefined,4,Bottom,2,2,0,Undefined,,BallIntentional,Undefined,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,e0976d92-121c-11f0-9235-e34c86834e64,,,,,,,,,,,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:18:10.86,2025-04-04T21:18:10.8655360-04:00,2025-04-05T01:18:10.8655360Z,,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05
153.0,2025-04-04,21:18:23.12,6.0,4.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Lodise, Alex",822676.0,Right,FLO_SEM,Undefined,4,Bottom,2,3,0,Other,,BallIntentional,Walk,Undefined,Undefined,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,d367b0f0-11bb-11f0-a182-e34205e8fd36,,,,,,,,,,,b8c0bf81-7028-40c1-a33d-29532a3163e0,,,2025-04-04T21:18:23.1282048-04:00,,,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-05
154.0,2025-04-04,21:18:24.12,7.0,1.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Williams, Max",703637.0,Left,FLO_SEM,Undefined,4,Bottom,2,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.94052,-4.613533,3.061848,2285.845195,156.226293,11:15,6.51523,-1.71595,5.83697,-9.86564,21.55399,-9.01941,1.38961,0.38097,86.39125,-6.545194,1.448319,0.403433,,,,,,,,,,,,5.47177,12.64221,1.47141,50.0,6.13204,-6.92803,-137.24409,-11.31871,10.39764,31.43017,-8.15085,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,df13f8f0-11bb-11f0-a182-e34205e8fd36,93.42916,,,8.54926,,,,,,,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:18:24.12,2025-04-04T21:18:24.1282048-04:00,2025-04-05T01:18:24.1282048Z,,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,e1cb8cd8-6ec0-4621-9cff-002b63ea89e3,54.661,-138.30739,15.71509,6.51029,-11.04297,-4.07542,1.71174,-7.27979,5.19882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-05
155.0,2025-04-04,21:18:44.47,7.0,2.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Williams, Max",703637.0,Left,FLO_SEM,Undefined,4,Bottom,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,95.42017,-4.462513,4.032735,2334.999763,161.613938,11:30,6.58647,-1.46002,6.18686,-7.38477,23.30025,-7.39977,1.83205,1.65309,86.90422,-5.958895,2.703241,0.398689,,,,,,,,,,,,4.94949,13.59572,1.15893,50.0,6.24429,-9.39596,-137.91889,-10.88966,9.51428,31.24728,-6.03932,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,eb398fa0-11bb-11f0-a182-e34205e8fd36,94.54084,,,8.51596,,,,,,,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:18:44.47,2025-04-04T21:18:44.4785152-04:00,2025-04-05T01:18:44.4785152Z,,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,a1c2785e-5db1-4cf5-b404-b831c0e2d35a,54.31113,-138.8922,15.62364,6.58056,-10.70154,-3.01966,1.45622,-9.69232,4.75714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-05
156.0,2025-04-04,21:19:05.52,7.0,3.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Williams, Max",703637.0,Left,FLO_SEM,Undefined,4,Bottom,2,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,StolenBase,0,0,,91.80219,-6.034584,1.892146,2337.174571,143.997835,10:45,6.62395,-1.60576,6.02461,-16.78028,16.73056,-11.31154,-0.38729,-0.79529,83.80167,-9.187819,-0.144053,0.416643,,,,,,,,,,,,6.46115,10.79355,1.46409,50.0,6.14084,-3.91501,-132.58316,-14.52679,11.42257,30.14599,-13.09232,FLO_SEM,WAK_DEA,DickHowserStadium,D1,ACC,20250404-DickHowserStadium-1,f7bcfdc0-11bb-11f0-a182-e34205e8fd36,90.467,,,8.00052,,,,,,,b8c0bf81-7028-40c1-a33d-29532a3163e0,2025-04-05,01:19:05.52,2025-04-04T21:19:05.5273984-04:00,2025-04-05T01:19:05.5273984Z,,v3,101,471484,04 April 2025 18:00-wake@floridast,"Conte, Matt",1000112195.0,Right,WAK_DEA,5b494d15-dab8-44be-a408-cdec64c1af3c,54.47591,-133.59699,15.073,6.62198,-14.08648,-6.54616,1.60222,-4.29916,5.71129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-05
