PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,GameDate
132.0,2025-02-15,15:16:38.19,4.0,3.0,"Foster, Elijah",1000302010.0,Right,SAC_PIO,"Jones, Kennedy",701709.0,Right,SOU_GAM,Undefined,4,Bottom,0,1,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.98311,-0.485253,-4.784747,2081.321173,159.400056,11:15,4.78012,2.38171,6.24982,-40.82164,3.74607,-0.87154,0.92923,-2.11386,72.46699,-8.037311,-4.941403,0.480487,,,,,,,,,,,,-0.93917,2.52016,-2.02499,50.0,4.72406,9.60694,-114.40394,-2.16711,-1.23941,21.94576,-28.84826,SOU_GAM,SAC_PIO,UofSouthCarolina,D1,SEC,20250215-UofSouthCarolina-1,c34cde00-ebd9-11ef-b3cc-496165f51a5f,78.44632,,,6.51613,,,,,,,2aecc79c-373c-4e48-bedb-a3b3bfcecdb9,2025-02-15,20:16:38.19,2025-02-15T15:16:38.1990912-05:00,2025-02-15T20:16:38.1990912Z,,v3,471441,471423,,"Newman, Steak",1000302008.0,Right,SAC_PIO,15cc3dc6-092a-4bc4-802a-182cfa08a526,54.24878,-115.21609,10.97288,4.7845,-1.09952,-14.42413,-2.38136,9.65281,-0.6197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-16
133.0,2025-02-15,15:16:59.12,4.0,4.0,"Foster, Elijah",1000302010.0,Right,SAC_PIO,"Jones, Kennedy",701709.0,Right,SOU_GAM,Undefined,4,Bottom,0,2,1,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,88.01593,-0.615751,-2.962078,1958.654981,250.270954,2:15,4.70924,2.69651,6.42517,-29.0982,6.67815,15.11607,1.71763,1.23109,79.66382,-6.092152,-0.223401,0.430496,,,,,,,,,,,,-8.80103,4.0602,-2.49158,50.0,4.65237,6.01046,-127.7047,-2.2696,-14.34719,29.45462,-25.55526,SOU_GAM,SAC_PIO,UofSouthCarolina,D1,SEC,20250215-UofSouthCarolina-1,cfc0e2d0-ebd9-11ef-b3cc-496165f51a5f,87.55578,,,8.3521,,,,,,,2aecc79c-373c-4e48-bedb-a3b3bfcecdb9,2025-02-15,20:16:59.12,2025-02-15T15:16:59.1216640-05:00,2025-02-15T20:16:59.1216640Z,,v3,471441,471423,,"Newman, Steak",1000302008.0,Right,SAC_PIO,461d77c2-a7f1-4708-8ed9-3c12a6935944,54.07252,-128.64058,14.72731,4.71158,-1.45762,-12.77763,-2.6898,6.46632,-7.17359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-16
134.0,2025-02-15,15:17:20.92,4.0,5.0,"Foster, Elijah",1000302010.0,Right,SAC_PIO,"Jones, Kennedy",701709.0,Right,SOU_GAM,Undefined,4,Bottom,0,3,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.51198,1.855918,-3.041568,2342.545518,120.154491,10:00,4.90224,2.59517,6.3651,-42.46975,3.67827,-3.68918,3.07396,-0.51381,70.4837,-6.077915,-3.707664,0.488931,,,,,,,,,,,,0.9839,1.84413,-2.37355,50.0,5.01736,6.10261,-112.40432,2.44556,1.2473,22.11054,-29.8362,SOU_GAM,SAC_PIO,UofSouthCarolina,D1,SEC,20250215-UofSouthCarolina-1,dcc58ee0-ebd9-11ef-b3cc-496165f51a5f,77.09149,,,7.02829,,,,,,,2aecc79c-373c-4e48-bedb-a3b3bfcecdb9,2025-02-15,20:17:20.92,2025-02-15T15:17:20.9269248-05:00,2025-02-15T20:17:20.9269248Z,,v3,471441,471423,,"Newman, Steak",1000302008.0,Right,SAC_PIO,863f8c76-0c37-4788-8496-34433700e722,54.13191,-113.21417,11.05527,4.90777,3.53838,-14.9181,-2.59624,6.05692,0.62365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-16
135.0,2025-02-15,15:17:40.41,4.0,6.0,"Foster, Elijah",1000302010.0,Right,SAC_PIO,"Jones, Kennedy",701709.0,Right,SOU_GAM,Undefined,4,Bottom,0,3,2,ChangeUp,Changeup,BallCalled,Walk,Undefined,Undefined,0,0,,84.60642,-0.400374,-6.151969,1667.962668,251.382681,2:30,4.69858,2.66268,6.81662,-31.56356,6.59402,15.79339,1.70088,-1.65557,77.04477,-6.349985,-3.290537,0.444592,,,,,,,,,,,,-10.10469,4.0161,-2.26964,50.0,4.66126,12.6234,-122.38699,-1.73049,-15.25846,25.15008,-26.1096,SOU_GAM,SAC_PIO,UofSouthCarolina,D1,SEC,20250215-UofSouthCarolina-1,e85d8b90-ebd9-11ef-b3cc-496165f51a5f,84.77978,,,7.56165,,,,,,,2aecc79c-373c-4e48-bedb-a3b3bfcecdb9,2025-02-15,20:17:40.41,2025-02-15T15:17:40.4132352-05:00,2025-02-15T20:17:40.4132352Z,,v3,471441,471423,,"Newman, Steak",1000302008.0,Right,SAC_PIO,d274190a-536b-45fb-9183-b43ac2c5467b,53.68188,-123.14128,12.57504,4.70142,-0.94743,-13.0548,-2.6551,13.08103,-7.62923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-16
272.0,2025-02-16,15:45:24.53,1.0,1.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Steinert, Brady",1000213674.0,Right,MAR_RED,Undefined,7,Top,0,0,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,94.86491,-2.945209,3.194421,2177.549611,147.497937,11:00,6.07758,-2.19185,5.86201,-10.88575,20.48694,-12.36701,2.42766,-0.25173,86.105,-5.072669,0.980782,0.403132,76.96796,48.14381,172.478989,2948.050145,,,,,51.44178,,,7.31004,11.69528,1.94009,50.0,5.83218,-7.11821,-137.4008,-7.36148,13.88804,32.20364,-9.95463,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,f2a09070-eca6-11ef-859d-3b693944c9f4,93.49903,49.14598,,8.75992,,,,2.96184,2.50166,0.27806,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:45:24.53,2025-02-16T15:45:24.5306880-05:00,2025-02-16T20:45:24.5306880Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,deaa871f-85c0-4348-9fa5-c173c05c36a7,54.63706,-138.48336,16.10182,6.07402,-7.02685,-4.97731,2.18722,-7.58507,6.94402,8.362039,2.96184,-74.6769,3.17265,0.60718,-0.52185,1.49038,-2.66869,2.31597,-0.78519,2.50166,84.07993,-31.63198,4.39795,-1.59884,2.97727,-4.96911,4.18324,-1.39356,0.27806,9.85913,1.34279,0.71229,-0.50823,1.39318,-2.47647,2.1402,-0.72381,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Undefined,,,,2025-02-17
273.0,2025-02-16,15:45:37.97,1.0,2.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Steinert, Brady",1000213674.0,Right,MAR_RED,Undefined,7,Top,0,0,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,81.08343,1.582125,2.269918,2222.206644,353.052278,5:45,5.81115,-2.54603,5.87428,-58.2394,-15.51489,2.05567,2.42886,-0.26535,74.37427,-9.052766,2.639148,0.470446,,,,,,,,,,,,-0.37394,-7.91871,2.36126,50.0,5.90597,-4.7476,-117.74733,1.24872,-0.52168,23.67323,-43.22123,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,faae2de0-eca6-11ef-859d-3b693944c9f4,80.12063,,,6.70916,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:45:37.97,2025-02-16T15:45:37.9725312-05:00,2025-02-16T20:45:37.9725312Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,dc3603f6-6146-4d53-8000-12c89a999dab,54.62813,-118.67417,11.83661,5.82396,2.94089,-21.61061,2.54673,-4.72717,-0.26084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
274.0,2025-02-16,15:45:49.89,1.0,3.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Steinert, Brady",1000213674.0,Right,MAR_RED,Undefined,7,Top,0,0,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,80.97314,2.531128,1.94203,2173.664489,346.300593,5:30,5.91581,-2.45467,5.60776,-55.87401,-12.74528,3.42933,3.6252,-0.35543,74.29798,-7.642073,2.554136,0.472666,,,,,,,,,,,,-1.1815,-6.69559,2.28634,50.0,6.09649,-4.12315,-117.52299,3.21385,-1.65052,22.50704,-41.52775,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,01c0a270-eca7-11ef-859d-3b693944c9f4,79.74428,,,6.67517,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:45:49.89,2025-02-16T15:45:49.8913280-05:00,2025-02-16T20:45:49.8913280Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,8bed70cc-84c9-46aa-9b82-cf061de592ba,54.89423,-118.45658,11.25352,5.92745,4.93642,-20.76388,2.45595,-4.05469,-0.82526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
275.0,2025-02-16,15:46:02.58,1.0,4.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Steinert, Brady",1000213674.0,Right,MAR_RED,Undefined,7,Top,0,1,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,84.0823,-0.141936,4.553814,2143.852455,104.446532,9:30,5.78505,-2.32979,5.90117,-33.36864,6.23874,-19.35379,2.87216,0.2937,76.98269,-6.320017,1.09101,0.45296,,,,,,,,,,,,11.12934,3.62059,1.974,50.0,5.75451,-8.93125,-121.85693,-1.39353,16.76151,23.58135,-26.7212,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,09536a90-eca7-11ef-859d-3b693944c9f4,83.21367,,,7.09961,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:46:02.58,2025-02-16T15:46:02.5852416-05:00,2025-02-16T20:46:02.5852416Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,7ff4790e-51e4-4973-9c35-7f5a6096f408,54.59868,-122.74362,11.79067,5.78802,-0.38877,-13.3606,2.32168,-9.56151,8.38075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
276.0,2025-02-16,15:46:29.70,2.0,1.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Diaz, Chris",1000397839.0,Left,MAR_RED,Undefined,7,Top,1,0,0,Fastball,Sinker,InPlay,Undefined,LineDrive,HomeRun,0,1,,94.69845,-2.530378,3.573155,2309.961502,132.588967,10:30,6.07127,-2.37833,5.89664,-15.74131,15.72828,-15.93237,2.40419,-0.38441,85.92872,-5.528685,0.719446,0.403754,100.16817,34.865248,15.780379,3390.391053,105.67608,73.4718,30.536,394.19869,367.52153,19.007666,5.625463,9.27138,9.14071,2.09989,50.0,5.85827,-7.85833,-137.15709,-6.56412,17.53464,32.36661,-14.88657,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,19750e10-eca7-11ef-859d-3b693944c9f4,93.35495,108.62416,,8.76972,,,,2.15046,2.46437,0.37216,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:46:29.70,2025-02-16T15:46:29.7086464-05:00,2025-02-16T20:46:29.7086464Z,FlyBall,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,a8d768ca-04ff-4e4a-8267-4c56b761b799,54.60256,-138.23894,16.18331,6.06936,-6.06654,-7.44329,2.37235,-8.44443,8.76732,181.641528,2.1555,115.89391,-25.63946,6.64277,-1.12261,0.07972,0.00918,-0.00215,0.00011,2.45763,84.1035,-18.35625,0.65346,0.01309,-0.01428,0.0064,-0.00126,8e-05,0.37287,32.76347,-6.79269,2.33204,-0.54678,0.08438,-0.007,0.00017,1e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,,2025-02-17
277.0,2025-02-16,15:47:18.92,3.0,1.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Brotz, AJ",1000397838.0,Right,MAR_RED,Undefined,7,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.39933,-2.427077,3.931469,1756.754369,108.037586,9:30,5.85542,-2.38863,5.95663,-33.16718,7.18052,-17.96796,0.83408,-0.23438,76.42593,-8.555685,0.705482,0.457173,,,,,,,,,,,,10.41705,4.76284,2.08625,50.0,5.64347,-7.61484,-120.82787,-6.1863,15.34949,24.26281,-25.15606,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,36d4bd20-eca7-11ef-859d-3b693944c9f4,82.44673,,,6.9734,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:47:18.92,2025-02-16T15:47:18.9231616-05:00,2025-02-16T20:47:18.9231616Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,56e38c74-5299-4760-bb52-b55acf1178bd,54.54366,-121.73684,12.1314,5.85758,-5.24386,-12.57803,2.3823,-8.18989,7.67474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
278.0,2025-02-16,15:47:29.67,3.0,2.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Brotz, AJ",1000397838.0,Right,MAR_RED,Undefined,7,Top,1,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.85441,-3.436061,4.770333,2288.570191,139.19403,10:45,6.00835,-2.02446,5.96777,-12.47052,19.56115,-15.93395,1.76847,1.0808,85.24062,-5.853448,1.920423,0.407344,,,,,,,,,,,,9.54284,11.35316,1.65447,50.0,5.72793,-10.6112,-135.64084,-8.49976,17.70057,30.88497,-11.11558,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,3d3769b0-eca7-11ef-859d-3b693944c9f4,92.53224,,,8.61378,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:47:29.67,2025-02-16T15:47:29.6775680-05:00,2025-02-16T20:47:29.6775680Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,e111db1b-720a-46b5-b693-7084ff4fe4d8,54.53049,-136.66852,15.44248,6.0046,-8.12989,-5.55779,2.01735,-11.20018,8.85029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
279.0,2025-02-16,15:47:42.65,3.0,3.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Brotz, AJ",1000397838.0,Right,MAR_RED,Undefined,7,Top,1,2,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.27226,-0.957455,3.26036,2008.663716,106.231308,9:30,5.73653,-2.6048,5.68303,-33.98596,6.86591,-18.92017,2.01037,-1.13913,76.01438,-7.231418,-0.120711,0.460021,,,,,,,,,,,,10.53839,4.17902,2.34202,50.0,5.63461,-6.10564,-120.73159,-3.15615,15.48444,24.49396,-26.03365,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,45000ee0-eca7-11ef-859d-3b693944c9f4,81.93642,,,7.25789,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:47:42.65,2025-02-16T15:47:42.6575360-05:00,2025-02-16T20:47:42.6575360Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,756f468b-33f9-4a8d-a4b6-94c9ad9df70f,54.81584,-121.70471,12.24698,5.73945,-2.12186,-13.01682,2.59681,-6.72081,7.74222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
280.0,2025-02-16,15:47:55.83,3.0,4.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Brotz, AJ",1000397838.0,Right,MAR_RED,Undefined,7,Top,1,2,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.60192,1.01053,3.690342,2123.187355,98.438065,9:15,5.76796,-2.40772,5.84632,-35.6801,4.79154,-22.91785,3.73573,-0.88345,75.73593,-5.613499,-0.411787,0.457875,,,,,,,,,,,,12.72028,2.58374,2.12021,50.0,5.82972,-6.8704,-121.14443,0.95862,18.73731,25.60914,-28.36815,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,4cd5d370-eca7-11ef-859d-3b693944c9f4,82.32039,,,7.86599,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:47:55.83,2025-02-16T15:47:55.8394880-05:00,2025-02-16T20:47:55.8394880Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,b9d9041f-d31b-4e57-9124-33fad7e5e268,54.65218,-122.1239,12.80457,5.77231,2.04363,-14.18408,2.39669,-7.58705,9.36866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
281.0,2025-02-16,15:48:07.84,3.0,5.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Brotz, AJ",1000397838.0,Right,MAR_RED,Undefined,7,Top,1,3,1,Fastball,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,,92.98341,-3.811408,4.094659,2238.935893,136.84062,10:30,5.94138,-2.20997,6.07839,-13.33438,19.32265,-17.00761,1.28953,0.16767,84.05338,-6.39868,1.041098,0.411301,,,,,,,,,,,,10.02256,11.47902,1.90185,50.0,5.63855,-8.88274,-134.39924,-9.32185,18.13132,32.10626,-11.4079,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,53f69fe0-eca7-11ef-859d-3b693944c9f4,91.64204,,,8.93003,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:48:07.84,2025-02-16T15:48:07.8450176-05:00,2025-02-16T20:48:07.8450176Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,b34719bc-40e5-438b-aa81-7b0dd9c08309,54.41949,-135.45088,16.05313,5.93777,-8.94819,-5.70395,2.20253,-9.47663,9.06566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
282.0,2025-02-16,15:48:37.40,4.0,1.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Rivera, Noel",1000397843.0,Right,MAR_RED,Undefined,7,Top,1,0,0,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.24746,1.160908,1.08,2231.223643,343.948869,5:30,5.7088,-2.51298,5.41818,-55.84885,-11.28327,3.67709,2.14255,-1.19475,73.20885,-8.986714,1.735559,0.480475,,,,,,,,,,,,-1.50398,-5.51524,2.41447,50.0,5.77329,-2.34601,-116.43351,0.34904,-2.04175,24.11898,-39.6614,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,659df900-eca7-11ef-859d-3b693944c9f4,78.44822,,,7.03861,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:48:37.40,2025-02-16T15:48:37.4029824-05:00,2025-02-16T20:48:37.4029824Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,100cd4a6-3175-47ed-b04f-9e3b14ccc3c8,55.08188,-117.4815,12.05949,5.72068,2.07235,-19.8307,2.51448,-2.25729,-1.02087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
283.0,2025-02-16,15:48:52.58,4.0,2.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Rivera, Noel",1000397843.0,Right,MAR_RED,Undefined,7,Top,1,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,79.86276,2.508941,0.96761,2101.537576,347.272559,5:30,5.77701,-2.48663,5.47336,-54.71668,-10.35934,2.63717,3.56695,-1.36131,73.51078,-7.436403,1.437536,0.479351,,,,,,,,,,,,-1.06402,-5.44485,2.3998,50.0,5.96018,-2.06461,-115.97329,3.14469,-1.45377,21.03814,-39.61331,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,6ea69840-eca7-11ef-859d-3b693944c9f4,78.63215,,,6.35198,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:48:52.58,2025-02-16T15:48:52.5886464-05:00,2025-02-16T20:48:52.5886464Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,87dc8aed-690f-46df-811c-82104b841b33,55.02853,-116.88193,10.51907,5.78741,4.85559,-19.80666,2.48761,-2.00182,-0.72688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
284.0,2025-02-16,15:49:08.60,4.0,3.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Rivera, Noel",1000397843.0,Right,MAR_RED,Undefined,7,Top,1,1,1,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.86598,-2.314587,3.481912,2207.173206,141.068716,10:45,6.05983,-2.18908,6.08229,-11.518,20.77438,-15.75481,2.95351,-0.2767,83.77615,-4.605035,0.650856,0.408998,,,,,,,,,,,,9.19985,11.78489,1.9275,50.0,5.87433,-7.53635,-135.75094,-5.74009,16.78143,35.94683,-10.6773,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,782bba80-eca7-11ef-859d-3b693944c9f4,92.15792,,,10.08983,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:49:08.60,2025-02-16T15:49:08.6067200-05:00,2025-02-16T20:49:08.6067200Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,1ae813ea-48c3-4d5a-9a03-0ae956a0ab81,54.41147,-136.91411,17.97342,6.05449,-5.39459,-5.33865,2.18015,-8.07936,8.39072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
285.0,2025-02-16,15:49:26.38,4.0,4.0,"Leffew, Haiden",1000169138.0,Left,WAK_DEA,"Rivera, Noel",1000397843.0,Right,MAR_RED,Undefined,7,Top,1,1,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,93.94784,-3.945773,4.705184,2157.833703,139.817448,10:45,5.98263,-2.29707,5.96983,-13.00737,19.1934,-15.21521,1.2223,0.8071,84.85542,-6.467473,1.983217,0.408418,,,,,,,,,,,,9.27205,11.41922,1.93215,50.0,5.66153,-10.48822,-135.62643,-9.73364,17.07583,32.78399,-11.14393,WAK_DEA,MAR_RED,David F. Couch,D1,ACC,20250216-David F. Couch-2,82ca8a20-eca7-11ef-859d-3b693944c9f4,92.28896,,,9.09242,,,,,,,e9c6aada-707b-45e8-a180-da3a2379f52d,2025-02-16,20:49:26.38,2025-02-16T15:49:26.3823360-05:00,2025-02-16T20:49:26.3823360Z,,v3,471484,471346,,"Conte, Matt",1000112195.0,Right,WAK_DEA,8fd14488-385d-480f-8b3c-403d59ea8706,54.52795,-136.71656,16.39199,5.97903,-9.36309,-5.57197,2.29034,-11.05602,8.53791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-02-17
