PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,GameDate,pitcher_cape_team
197.0,2025-03-14,18:08:00.52,1.0,1.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Yeatts, Bentley",10033086.0,Right,LON_LAN,Undefined,7,Top,0,0,0,Fastball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.40195,2.193436,-2.383487,2047.813891,243.886444,2:15,1.94582,2.83211,5.6891,-40.22636,3.9576,5.60914,0.64074,1.07677,73.43353,-5.193032,-1.382265,0.478414,,,,,,,,,,,,-3.4652,1.78815,-2.6353,50.0,2.10481,4.5935,-115.33998,3.1306,-4.72602,18.95236,-29.73528,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,cb830cf0-0120-11f0-8f2f-6fe13bb3469a,78.78627,,,5.96842,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:08:00.52,2025-03-14 22:08:00.529868800+00:00,2025-03-14 22:08:00.529868800+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,395f6509-337d-4091-a63f-a5e9ea76d417,54.81336,-116.1282,9.47618,1.94889,4.36728,-14.86764,-2.83043,4.79006,-2.36301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
198.0,2025-03-14,18:08:14.83,1.0,2.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Yeatts, Bentley",10033086.0,Right,LON_LAN,Undefined,7,Top,0,1,0,Fastball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.99921,1.676157,-2.771039,2049.054694,259.29653,2:45,1.79856,2.832,5.22586,-43.48274,2.43866,5.40008,-0.24692,0.67488,72.40301,-6.250676,-1.815379,0.487729,,,,,,,,,,,,-3.50721,1.06693,-2.58076,50.0,1.9203,5.33451,-114.55857,1.86932,-4.66478,20.99119,-30.75495,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,d486f140-0120-11f0-8f2f-6fe13bb3469a,77.28145,,,6.5962,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:08:14.83,2025-03-14 22:08:14.834995200+00:00,2025-03-14 22:08:14.834995200+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,87cc288c-57e6-490d-86fe-0279b593c6b0,55.27614,-115.5213,10.49559,1.80221,3.27985,-15.37748,-2.83032,5.54846,-2.33239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
199.0,2025-03-14,18:08:36.39,1.0,3.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Yeatts, Bentley",10033086.0,Right,LON_LAN,Undefined,7,Top,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.96512,4.06643,-3.528886,1910.150563,257.89019,2:30,1.92415,2.68183,5.65034,-43.32908,3.32843,8.78855,2.11979,0.11862,71.02611,-3.906936,-1.965953,0.491623,,,,,,,,,,,,-5.39457,1.02953,-2.38796,50.0,2.24262,6.61459,-112.77088,6.643,-6.95943,20.16055,-30.84589,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,e0ce19b0-0120-11f0-8f2f-6fe13bb3469a,76.66941,,,6.93902,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:08:36.39,2025-03-14 22:08:36.397260800+00:00,2025-03-14 22:08:36.397260800+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,b08d293e-d7e0-4a9d-ae32-8e5ba828536d,54.84882,-113.63441,10.08028,1.92978,7.96422,-15.42295,-2.67766,6.91268,-3.47972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
200.0,2025-03-14,18:08:52.19,1.0,4.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Yeatts, Bentley",10033086.0,Right,LON_LAN,Undefined,7,Top,0,2,1,Fastball,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.0587,4.281374,-3.73752,2062.272528,260.453892,2:45,1.97795,2.86158,5.36775,-42.14235,2.47378,6.79473,2.49654,-0.08162,73.12271,-3.417722,-2.536317,0.480748,67.12559,50.192519,97.01709,2967.290816,,,,,16.86889,,,-4.4089,0.47563,-2.53095,50.0,2.33333,7.29036,-115.75454,7.24435,-6.01307,20.55617,-31.52536,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,ea525190-0120-11f0-8f2f-6fe13bb3469a,78.40378,21.56683,,6.93599,,,,1.06712,2.17816,-0.13811,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:08:52.19,2025-03-14 22:08:52.198092800+00:00,2025-03-14 22:08:52.198092800+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,25110d5b-14d8-4e63-9bcb-744c98639e1b,55.13311,-116.66254,10.27808,1.98258,8.63687,-15.76268,-2.85884,7.55597,-3.00654,319.657548,1.06994,-7.83455,-6.94946,,,,,,,2.18032,75.52787,-22.73302,,,,,,,-0.1365,62.4807,-7.53971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,2025-03-15,Yarmouth-Dennis
201.0,2025-03-14,18:09:11.69,1.0,5.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Yeatts, Bentley",10033086.0,Right,LON_LAN,Undefined,7,Top,0,2,2,Fastball,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,80.45184,3.705147,-4.762738,2157.937747,254.338767,2:30,1.91553,3.0052,5.57813,-40.53616,2.99933,6.44658,2.01485,-0.91611,74.12787,-3.704713,-3.621054,0.47489,,,,,,,,,,,,-4.39181,1.00724,-2.59884,50.0,2.20909,9.4414,-116.37144,6.20541,-6.10669,18.97768,-30.77352,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,f5ca9140-0120-11f0-8f2f-6fe13bb3469a,79.37086,,,6.32397,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:09:11.69,2025-03-14 22:09:11.699609600+00:00,2025-03-14 22:09:11.699609600+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,da0518bd-d493-48a3-98a7-367c9e097a46,54.92274,-117.17148,9.48884,1.92015,7.50273,-15.38676,-3.00229,9.69885,-3.05334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
202.0,2025-03-14,18:09:44.01,2.0,1.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Keels, Alvin",1000066576.0,Right,LON_LAN,Undefined,7,Top,1,0,0,Fastball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.54952,2.216355,-2.762785,2089.722359,262.310525,2:45,1.95455,2.9443,5.57829,-40.80412,2.24669,8.09122,0.62765,1.03622,74.61531,-5.246818,-1.321882,0.472239,,,,,,,,,,,,-4.7839,0.9224,-2.71204,50.0,2.11831,5.33498,-116.98138,3.1681,-6.72776,18.99005,-30.87685,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,093a4e50-0121-11f0-8f2f-6fe13bb3469a,79.81642,,,5.93422,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:09:44.01,2025-03-14 22:09:44.011366400+00:00,2025-03-14 22:09:44.011366400+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,548f6cf9-bd23-4439-bfec-70e54cc038b4,54.9243,-117.77805,9.49502,1.95823,4.46344,-15.43843,-2.94178,5.61723,-3.36388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
203.0,2025-03-14,18:10:00.87,2.0,2.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Keels, Alvin",1000066576.0,Right,LON_LAN,Undefined,7,Top,1,1,0,Fastball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.52639,5.235384,-5.398888,2153.450471,263.24508,2:45,1.75675,2.8143,5.46627,-41.79443,2.08445,7.47981,3.20937,-1.63033,73.95987,-2.368066,-4.080734,0.476759,,,,,,,,,,,,-5.00874,0.21965,-2.34304,50.0,2.19208,10.66841,-116.10546,9.25396,-6.93998,18.67341,-31.86973,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,133d0500-0121-11f0-8f2f-6fe13bb3469a,79.05967,,,6.56653,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:10:00.87,2025-03-14 22:10:00.874342400+00:00,2025-03-14 22:10:00.874342400+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,e9f03b91-52e1-47b8-b324-064fe32a0f8b,55.03403,-116.91229,9.33671,1.76249,10.63096,-15.93487,-2.81048,10.96826,-3.46999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
204.0,2025-03-14,18:10:20.80,2.0,3.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Keels, Alvin",1000066576.0,Right,LON_LAN,Undefined,7,Top,1,2,0,Fastball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.71187,3.400735,-4.439109,2140.377225,256.217616,2:30,1.75251,2.88386,5.40121,-41.29486,2.93902,7.46933,1.51131,-0.66174,74.05226,-4.106364,-3.119078,0.478684,,,,,,,,,,,,-4.72803,1.07122,-2.49296,50.0,2.0274,8.67215,-115.47214,5.47781,-6.52495,17.04113,-30.69571,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,1f25b9c0-0121-11f0-8f2f-6fe13bb3469a,78.74179,,,5.65961,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:10:20.80,2025-03-14 22:10:20.801689600+00:00,2025-03-14 22:10:20.801689600+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,f2442ca9-386f-40af-9255-27b852ea030c,55.10121,-116.22252,8.52056,1.75643,6.82946,-15.34785,-2.88115,8.95947,-3.26248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
205.0,2025-03-14,18:10:40.34,2.0,4.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Keels, Alvin",1000066576.0,Right,LON_LAN,Undefined,7,Top,1,2,1,Fastball,Slider,InPlay,Undefined,FlyBall,Out,1,0,,79.95293,3.247639,-4.111953,2084.271332,259.313398,2:45,1.90446,2.87289,5.80404,-40.95172,2.45811,7.02969,1.52325,-0.37211,74.06082,-4.262728,-2.85911,0.474204,89.9582,48.279878,1.970075,4998.478695,108.91242,113.79378,15.42809,234.70392,129.52879,12.612618,5.783041,-4.55981,0.81398,-2.53918,50.0,2.147,8.07377,-115.91248,5.28578,-6.3121,18.11573,-31.04727,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,2acad5d0-0121-11f0-8f2f-6fe13bb3469a,79.48566,125.26777,,5.89211,,,,2.28935,0.40746,0.20891,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:10:40.34,2025-03-14 22:10:40.342118400+00:00,2025-03-14 22:10:40.342118400+00:00,FlyBall,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,21328075-49ea-47a2-9180-b27b1fba7482,54.69873,-116.64453,9.05786,1.90806,6.54038,-15.52364,-2.87059,8.32884,-3.15605,195.253848,2.29374,87.65555,-26.1356,7.29512,-1.37707,0.14731,-0.00305,-0.00084,5e-05,0.40483,98.52008,-22.69616,1.27454,0.18018,-0.15093,0.04243,-0.00573,0.0003,0.20795,3.0443,5.31549,-2.10605,0.4928,-0.0617,0.00087,0.00064,-5e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Low,,,,2025-03-15,Yarmouth-Dennis
206.0,2025-03-14,18:11:18.09,3.0,1.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Urbaniak, Mikey",1000361728.0,Left,LON_LAN,Undefined,7,Top,2,0,0,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,82.60656,2.391278,-2.824559,2105.5488,267.333501,3:00,2.00346,3.05405,5.36222,-39.66585,1.43488,8.34784,0.9444,1.09886,76.78266,-4.822991,-1.344276,0.46142,,,,,,,,,,,,-4.83949,0.49287,-2.80645,50.0,2.18986,5.57959,-119.96812,3.60107,-7.19427,18.84959,-31.44136,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,41656d00-0121-11f0-8f2f-6fe13bb3469a,81.68797,,,5.8239,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:11:18.09,2025-03-14 22:11:18.091724800+00:00,2025-03-14 22:11:18.091724800+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,0c1cc7ac-3584-4823-833f-7a06cefcc1cf,55.14047,-120.7731,9.42479,2.00741,4.94378,-15.72068,-3.05129,5.88682,-3.59713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
207.0,2025-03-14,18:11:36.45,3.0,2.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Urbaniak, Mikey",1000361728.0,Left,LON_LAN,Undefined,7,Top,2,1,0,Fastball,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.42184,4.240029,-4.053708,2124.069837,263.477312,2:45,1.72124,2.99865,5.48273,-41.4762,1.89225,7.0793,2.24923,-0.21054,74.58013,-3.308993,-2.800338,0.473978,,,,,,,,,,,,-4.44902,0.37051,-2.64756,50.0,2.06606,7.97397,-116.45377,7.24202,-6.24406,17.35407,-31.65406,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,4c20c550-0121-11f0-8f2f-6fe13bb3469a,79.52356,,,5.84171,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:11:36.45,2025-03-14 22:11:36.452352+00:00,2025-03-14 22:11:36.452352+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,96c8a044-6ebc-44fa-8fd1-e2851d4a2269,55.01952,-117.19939,8.67703,1.72568,8.60205,-15.82703,-2.99593,8.24225,-3.12203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
208.0,2025-03-14,18:11:53.96,3.0,3.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Urbaniak, Mikey",1000361728.0,Left,LON_LAN,Undefined,7,Top,2,1,1,Fastball,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.80539,3.328828,-4.943281,2164.892799,283.266931,3:30,1.90542,2.91927,5.84403,-42.33372,-0.85165,8.20717,1.48623,-1.00216,75.76886,-4.416724,-3.482293,0.463555,,,,,,,,,,,,-5.31496,-0.84929,-2.52082,50.0,2.15249,9.93056,-118.46595,5.51203,-7.69055,18.77127,-33.40296,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,56a04d20-0121-11f0-8f2f-6fe13bb3469a,81.31163,,,6.03653,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:11:53.96,2025-03-14 22:11:53.960908800+00:00,2025-03-14 22:11:53.960908800+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,6d442bb8-ef35-401d-9841-fca952182435,54.65846,-119.2018,9.38564,1.91075,6.82147,-16.70148,-2.91602,10.23204,-3.84528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
209.0,2025-03-14,18:12:11.85,3.0,4.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Urbaniak, Mikey",1000361728.0,Left,LON_LAN,Undefined,7,Top,2,2,1,Fastball,Changeup,HitByPitch,Undefined,Undefined,Undefined,0,0,,79.89566,5.329478,-5.968142,2098.914842,257.034015,2:30,1.84788,2.93688,5.65486,-41.04266,3.00984,8.25363,3.43964,-1.9616,73.84014,-2.142426,-4.511051,0.477702,,,,,,,,,,,,-5.54591,0.62748,-2.43524,50.0,2.27621,11.7383,-115.20896,9.47849,-7.6128,17.12561,-31.31273,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,61804470-0121-11f0-8f2f-6fe13bb3469a,78.90373,,,6.05552,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:12:11.85,2025-03-14 22:12:11.859353600+00:00,2025-03-14 22:12:11.859353600+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,be6eabed-6758-4869-aa57-0043d5ec6c6e,54.8486,-115.92746,8.56281,1.85098,10.7922,-15.65637,-2.93441,12.05769,-3.8064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
210.0,2025-03-14,18:12:46.20,4.0,1.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Webb, Myles",1000090433.0,Right,LON_LAN,Undefined,7,Top,2,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,71.65002,5.028106,-3.789646,2074.94511,121.068228,10:00,1.97454,3.06327,4.98835,-51.05782,6.89693,-7.98469,2.49024,-1.18576,64.17072,-4.316268,-5.18771,0.547919,,,,,,,,,,,,2.6587,2.39551,-2.69095,50.0,2.4205,7.1414,-103.09593,7.46866,2.81276,19.86282,-29.63973,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,75c41a60-0121-11f0-8f2f-6fe13bb3469a,68.79205,,,7.4793,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:12:46.20,2025-03-14 22:12:46.208051200+00:00,2025-03-14 22:12:46.208051200+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,51bda9d3-bb80-4c7d-b683-be2ab2a26919,55.50588,-104.15131,9.93141,1.98182,9.04352,-14.81987,-3.06643,6.99195,1.40638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
211.0,2025-03-14,18:13:04.83,4.0,2.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Webb, Myles",1000090433.0,Right,LON_LAN,Undefined,7,Top,2,0,1,Fastball,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.58155,3.613707,-3.231695,2081.335853,251.385753,2:30,1.79673,3.18447,5.22847,-40.9016,3.81772,7.88406,1.79534,0.80022,73.66355,-3.820733,-1.839483,0.481303,,,,,,,,,,,,-4.69209,1.41799,-2.89267,50.0,2.09962,6.19928,-115.35201,5.88004,-6.4385,17.75209,-30.22828,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,81006280-0121-11f0-8f2f-6fe13bb3469a,78.31328,,,5.918,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:13:04.83,2025-03-14 22:13:04.833280+00:00,2025-03-14 22:13:04.833280+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,37e9ed50-28df-4768-a830-962a948850fd,55.2737,-116.16077,8.87604,1.80036,7.2572,-15.11414,-3.18178,6.49261,-3.21925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
212.0,2025-03-14,18:13:22.42,4.0,3.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Webb, Myles",1000090433.0,Right,LON_LAN,Undefined,7,Top,2,0,2,Fastball,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,82.67028,5.093309,-5.910633,2277.941653,244.981132,2:15,1.96843,3.16476,5.36208,-37.06081,4.7911,7.81961,3.69444,-1.74599,75.8988,-1.644406,-4.53721,0.465617,,,,,,,,,,,,-5.30288,1.55551,-2.63785,50.0,2.40295,12.00389,-119.10016,9.3724,-7.73188,19.63683,-29.906,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,8b5ecdc0-0121-11f0-8f2f-6fe13bb3469a,80.95157,,,6.77149,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:13:22.42,2025-03-14 22:13:22.421708800+00:00,2025-03-14 22:13:22.421708800+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,b5f5ec81-3b24-4420-8495-21c3f33694d4,55.13837,-119.94437,9.81842,1.97239,10.65808,-14.953,-3.16105,12.33629,-3.86594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
248.0,2025-03-14,18:36:19.73,1.0,1.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Nelson, James",1000098758.0,Left,LON_LAN,Undefined,8,Top,0,0,0,Fastball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.93698,3.830637,-2.654854,2048.77952,252.543738,2:30,2.10112,3.15113,5.61363,-39.53959,3.15484,6.4202,2.39066,1.20646,74.71941,-3.414445,-1.512149,0.470281,,,,,,,,,,,,-3.86256,1.07181,-2.92842,50.0,2.40344,5.18744,-117.35942,6.53953,-5.47216,18.92109,-30.65556,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,c04dcce0-0124-11f0-8f2f-6fe13bb3469a,80.14884,,,6.21757,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:36:19.73,2025-03-14 22:36:19.735449600+00:00,2025-03-14 22:36:19.735449600+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,b7e54ee7-2df1-43bb-a782-a3d483847c17,54.88725,-118.14473,9.46054,2.10561,7.81187,-15.32778,-3.14844,5.41456,-2.73608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
249.0,2025-03-14,18:36:35.40,1.0,2.0,"Frederick, Brady",824475.0,Right,ETS_BUC,"Nelson, James",1000098758.0,Left,LON_LAN,Undefined,8,Top,0,1,0,Fastball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,79.70975,2.887186,-2.686729,2136.294131,259.221611,2:45,1.87501,3.04647,5.63324,-41.33486,2.53563,7.22504,1.12945,1.13998,73.81639,-4.682196,-1.3993,0.476714,,,,,,,,,,,,-4.30729,0.94858,-2.82258,50.0,2.09419,5.15545,-115.7191,4.48355,-5.9346,18.33833,-30.86708,ETS_BUC,LON_LAN,EastTennesseeState,D1,WAC,20250314-EastTennesseeState-2,c9b2bcf0-0124-11f0-8f2f-6fe13bb3469a,79.06722,,,5.89336,,,,,,,4b15ecac-90dd-4a82-a1bd-2ff8fb4522ab,2025-03-14,22:36:35.40,2025-03-14 22:36:35.401216+00:00,2025-03-14 22:36:35.401216+00:00,,v3,4844,471338,,"Smoot, Will",1000192847.0,Right,ETS_BUC,9e949aba-4ab5-4928-8375-07a695fe7606,54.8689,-116.48813,9.16917,1.87903,5.77799,-15.43354,-3.044,5.40432,-2.9673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-03-15,Yarmouth-Dennis
