PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,GameDate,pitcher_cape_team
18.0,2025-04-06,16:29:32.89,4.0,4.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Flores, Sam",830358.0,Left,KAN_WIL,Undefined,1,Top,2,1,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,77.88326,0.498371,-1.021263,2531.8153,103.926939,9:30,5.83015,3.08003,6.18055,-40.20199,5.45418,-16.17666,2.94028,0.78882,71.39135,-6.972957,-3.940331,0.486319,64.45444,34.896509,-164.319929,4703.370078,-107.1535,28.48777,-24.86127,160.31103,45.08329,-168.395889,2.46199,8.13815,3.08118,-2.99468,50.0,5.84733,2.57973,-113.20436,-0.17431,10.50712,21.64415,-28.19595,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,3bebd520-132e-11f0-ba42-4dff60da800b,77.5056,32.25237,,6.49191,,,,1.41573,2.92437,-0.80234,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:29:32.89,2025-04-06 21:29:32.897587200+00:00,2025-04-06 21:29:32.897587200+00:00,FlyBall,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,f9c14319-ef3b-48aa-957b-0606e56ff549,54.31886,-114.02712,10.82207,5.83358,0.89749,-14.09797,-3.08515,2.18032,5.25356,20.863616,1.41589,-74.65732,3.13,0.46694,0.27038,-0.41168,0.23206,-0.05974,0.00577,2.92423,54.09042,-28.0793,3.62029,-1.01324,0.39073,-0.14549,0.035,-0.00358,-0.80223,-20.9615,4.61329,-0.95119,0.44507,-0.28721,0.13386,-0.03306,0.00322,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,,2025-04-07,Yarmouth-Dennis
19.0,2025-04-06,16:29:54.26,4.0,5.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Flores, Sam",830358.0,Left,KAN_WIL,Undefined,1,Top,2,1,2,Fastball,Four-Seam,InPlay,Undefined,LineDrive,Out,1,0,,89.06498,-1.796613,-2.498197,2165.049477,171.616985,11:45,6.35944,2.15168,6.57413,-17.16584,17.14528,-2.36917,3.28014,-0.33695,81.62262,-5.084576,-2.928181,0.421589,85.02284,28.471004,22.592449,1824.630042,100.17799,49.85604,45.43527,305.30331,297.58279,27.835132,4.160665,0.55937,9.8563,-1.9792,50.0,6.22852,5.73392,-129.38977,-4.50334,0.94856,26.93105,-15.46058,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,487e1050-132e-11f0-ba42-4dff60da800b,89.40572,58.87641,,7.44236,,,,1.94618,3.33465,0.27678,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:29:54.26,2025-04-06 21:29:54.263193600+00:00,2025-04-06 21:29:54.263193600+00:00,LineDrive,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,d35b7622-32bf-4ea1-a665-dd48490cbe88,53.92427,-130.204,13.46553,6.35761,-4.03591,-7.73029,-2.15213,5.70525,0.47428,208.036663,1.94654,101.20024,-17.14313,3.84904,-0.85673,0.2009,-0.0478,0.00784,-0.00054,3.33513,59.43018,-17.45662,0.83608,0.14046,-0.16046,0.05952,-0.01003,0.00064,0.27686,42.11214,-2.5588,0.0811,0.03904,0.00334,-0.00703,0.00185,-0.00015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,,2025-04-07,Yarmouth-Dennis
45.0,2025-04-06,16:46:29.39,1.0,1.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Madliak, Bear",1000213566.0,Right,KAN_WIL,Undefined,2,Top,0,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.08621,-0.167856,-1.749236,2655.290572,105.946301,9:30,5.96371,2.65285,5.76986,-37.47652,7.80445,-22.06206,2.68439,-0.81399,72.20353,-7.089419,-5.694859,0.484317,,,,,,,,,,,,10.67485,4.49677,-2.49499,50.0,5.92745,4.3519,-114.76387,-1.50324,14.08499,23.35287,-26.24074,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,99b613d0-1330-11f0-ba42-4dff60da800b,77.82603,,,6.88268,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:46:29.39,2025-04-06 21:46:29.392640+00:00,2025-04-06 21:46:29.392640+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,0461565d-380a-4b5f-817f-458e5ae25617,54.7277,-115.7219,11.67643,5.96704,-0.42674,-13.12037,-2.66167,3.77408,7.04249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
46.0,2025-04-06,16:46:41.60,1.0,2.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Madliak, Bear",1000213566.0,Right,KAN_WIL,Undefined,2,Top,0,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.85236,-1.362893,-3.579273,2664.801869,105.784947,9:30,6.17597,2.32173,5.75204,-37.08541,3.87453,-9.36516,1.81407,-1.79501,76.52763,-8.139761,-5.25103,0.460629,,,,,,,,,,,,3.79059,2.74516,-2.01869,50.0,6.04014,7.88624,-120.13625,-4.10452,5.55016,22.86684,-28.15461,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,a0ec6410-1330-11f0-ba42-4dff60da800b,81.82824,,,6.32473,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:46:41.60,2025-04-06 21:46:41.606553600+00:00,2025-04-06 21:46:41.606553600+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,ba5b8a91-e2b2-43b5-848d-81be29edbe89,54.74608,-121.03625,11.43342,6.17988,-2.9964,-14.0773,-2.32478,7.6678,2.77508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
47.0,2025-04-06,16:46:54.36,1.0,3.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Madliak, Bear",1000213566.0,Right,KAN_WIL,Undefined,2,Top,0,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.28895,-3.142123,-4.517103,2275.825422,207.346711,1:00,6.01429,2.46576,6.5981,-18.9054,15.42859,7.40859,1.54835,-1.06376,81.80293,-6.736773,-3.175676,0.421729,,,,,,,,,,,,-5.15209,9.32843,-2.15985,50.0,5.79099,9.93307,-129.29817,-7.62227,-8.7237,26.90373,-16.37876,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,a88a01a0-1330-11f0-ba42-4dff60da800b,89.37595,,,7.48602,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:46:54.36,2025-04-06 21:46:54.364416+00:00,2025-04-06 21:46:54.364416+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,60dfc087-2f31-46df-ab35-138bc6d579da,53.89968,-130.10707,13.45186,6.01276,-7.12982,-8.18938,-2.46244,10.19536,-4.36185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
48.0,2025-04-06,16:47:10.80,1.0,4.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Madliak, Bear",1000213566.0,Right,KAN_WIL,Undefined,2,Top,0,2,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.82825,-2.815047,-4.451661,2263.964059,220.771446,1:15,6.09234,2.32363,6.53993,-19.64552,14.2293,11.35548,1.86347,-0.82118,82.46255,-6.538307,-2.396572,0.418899,,,,,,,,,,,,-7.15233,8.55272,-2.01933,50.0,5.88809,9.69461,-130.16025,-6.96458,-12.31042,26.47643,-17.45331,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,b25cceb0-1330-11f0-ba42-4dff60da800b,89.97968,,,7.3657,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:47:10.80,2025-04-06 21:47:10.804172800+00:00,2025-04-06 21:47:10.804172800+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,61796cd0-766c-46e0-b618-50f15baf579b,53.95841,-130.96297,13.23822,6.09123,-6.43542,-8.72665,-2.31891,10.06784,-6.15521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
49.0,2025-04-06,16:47:28.35,1.0,5.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Madliak, Bear",1000213566.0,Right,KAN_WIL,Undefined,2,Top,0,2,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,89.97719,-3.10336,-4.025841,2308.621282,220.269569,1:15,6.05033,2.39187,6.45983,-19.20785,14.66572,11.5176,1.58923,-0.35238,82.56588,-6.741864,-1.942556,0.418892,,,,,,,,,,,,-7.1291,8.84902,-2.11197,50.0,5.82168,8.7291,-130.39514,-7.62637,-12.3037,26.8041,-16.90209,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,bcca2e10-1330-11f0-ba42-4dff60da800b,89.98131,,,7.41132,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:47:28.35,2025-04-06 21:47:28.356000+00:00,2025-04-06 21:47:28.356000+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,c2840781-b03a-4f68-8a23-ad7afd8a830b,54.03876,-131.22272,13.40205,6.04909,-7.10451,-8.45104,-2.38735,9.10898,-6.15185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.76038,,,1.226123,,,,-0.14569,6.50666,-5.72398,71.76249,9.26769,-53.02674,-0.07002,62.4649,-3.14447,6.57782,18.72743,-13.46179,-5.86787,-44.38532,4.79391,High,High,High,,,High,High,High,2025-04-07,Yarmouth-Dennis
50.0,2025-04-06,16:47:57.63,2.0,1.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Kennedy, Dee",806131.0,Right,KAN_WIL,Undefined,2,Top,1,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.03301,-2.152632,-4.495243,2120.16543,229.697435,1:45,6.00659,2.49255,6.58745,-21.50379,11.99717,12.96241,2.23508,-0.55483,82.92607,-6.211042,-2.146959,0.416582,,,,,,,,,,,,-7.95489,7.17717,-2.18934,50.0,5.84966,9.76563,-130.57254,-5.5391,-13.83473,25.59302,-19.69186,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,ce406510-1330-11f0-ba42-4dff60da800b,90.48033,,,7.10695,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:47:57.63,2025-04-06 21:47:57.637120+00:00,2025-04-06 21:47:57.637120+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,176ec063-89c6-4758-81fc-ba0f5c3cf986,53.91132,-131.33694,12.79651,6.00632,-4.95095,-9.84593,-2.48719,10.17884,-6.91737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
51.0,2025-04-06,16:48:10.53,2.0,2.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Kennedy, Dee",806131.0,Right,KAN_WIL,Undefined,2,Top,1,1,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.9154,-1.69477,-3.582009,2775.489546,98.518561,9:15,6.12122,2.36359,5.89232,-37.79325,2.40248,-9.05563,1.39472,-1.72113,77.58894,-8.57482,-5.203438,0.456311,,,,,,,,,,,,3.82929,1.94331,-2.06946,50.0,5.96238,7.87709,-120.40831,-4.80779,5.70212,20.24783,-29.28029,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,d5f422b0-1330-11f0-ba42-4dff60da800b,82.60245,,,5.32646,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:48:10.53,2025-04-06 21:48:10.534502400+00:00,2025-04-06 21:48:10.534502400+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,b663b60c-4728-416c-a404-847b08a96876,54.60868,-121.18083,10.12392,6.1245,-3.69066,-14.64014,-2.36584,7.65953,2.85106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
52.0,2025-04-06,16:48:23.98,2.0,3.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Kennedy, Dee",806131.0,Right,KAN_WIL,Undefined,2,Top,1,2,0,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.25768,-0.648775,-1.3841,2688.1934,94.537032,9:15,5.92423,2.5975,5.96261,-41.3549,3.16855,-22.22485,1.87622,-0.53821,72.86775,-8.257081,-5.379256,0.480248,69.57704,55.844272,132.013957,4690.426125,,,,,26.89322,,,11.08249,2.21547,-2.47514,50.0,5.84966,3.59082,-115.15864,-2.57781,14.78444,22.69861,-29.21851,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,ddf9d0e0-1330-11f0-ba42-4dff60da800b,78.48531,34.59969,,6.38993,,,,2.10125,1.87505,0.79735,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:48:23.98,2025-04-06 21:48:23.988019200+00:00,2025-04-06 21:48:23.988019200+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,9f70d126-9d0f-45ed-8743-b14c4319e3eb,54.5377,-116.0496,11.3493,5.92833,-1.43093,-14.60926,-2.60469,3.0105,7.39222,,2.11464,-38.732,-2.58781,,,,,,,1.8992,83.76109,-31.32299,,,,,,,0.78974,42.78787,-0.41148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Undefined,,,,2025-04-07,Yarmouth-Dennis
53.0,2025-04-06,16:48:43.14,2.0,4.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Kennedy, Dee",806131.0,Right,KAN_WIL,Undefined,2,Top,1,2,1,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.94644,-3.109107,-4.529064,2283.646025,226.125015,1:30,5.98004,2.32039,6.7809,-21.2747,12.37016,11.72367,1.357,-0.84608,82.2939,-7.146801,-2.397178,0.417475,,,,,,,,,,,,-7.48717,7.76989,-2.02916,50.0,5.76886,9.88094,-130.2826,-7.67452,-12.84555,27.8275,-18.84343,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,e9600f30-1330-11f0-ba42-4dff60da800b,90.28664,,,7.65254,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:48:43.14,2025-04-06 21:48:43.148288+00:00,2025-04-06 21:48:43.148288+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,e10b6199-40bb-4a17-b6b6-0cc1a2c47bc9,53.71712,-131.07414,13.91375,5.97953,-7.13852,-9.42172,-2.31541,10.24632,-6.42278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
54.0,2025-04-06,16:49:01.61,2.0,5.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Kennedy, Dee",806131.0,Right,KAN_WIL,Undefined,2,Top,1,2,2,Fastball,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.10929,-2.856525,-3.522123,2223.312236,229.950471,1:45,6.01213,2.23745,6.73648,-21.23922,12.37843,13.3782,1.62501,0.12998,82.12824,-6.896812,-1.08614,0.417306,,,,,,,,,,,,-8.13878,7.73469,-2.01013,50.0,5.81533,7.54073,-130.66822,-7.11185,-13.98119,29.18254,-18.88703,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,f463bb20-1330-11f0-ba42-4dff60da800b,90.32316,,,7.98105,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:49:01.61,2025-04-06 21:49:01.614438400+00:00,2025-04-06 21:49:01.614438400+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,257015a2-2b59-402e-bd6d-8ee6786ac973,53.76181,-131.50568,14.59127,6.01165,-6.56985,-9.44352,-2.23228,7.94195,-6.9906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
55.0,2025-04-06,16:49:24.30,2.0,6.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Kennedy, Dee",806131.0,Right,KAN_WIL,Undefined,2,Top,1,2,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,81.37513,-0.741901,-2.499906,2628.238561,69.47516,8:15,6.10376,2.17635,5.83427,-44.62333,-2.81205,-10.47654,1.69488,-1.02177,76.00107,-8.860193,-4.37829,0.465391,,,,,,,,,,,,4.77957,-0.94185,-1.96608,50.0,6.01656,5.55775,-118.3169,-3.01005,6.852,20.17743,-33.52431,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,01f1bb70-1331-11f0-ba42-4dff60da800b,80.99087,,,5.37406,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:49:24.30,2025-04-06 21:49:24.308787200+00:00,2025-04-06 21:49:24.308787200+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,1cd53c1c-e2a8-4740-b6e1-c59bb9c195c3,54.66738,-119.11021,10.08872,6.109,-1.692,-16.76216,-2.1793,5.28836,3.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
56.0,2025-04-06,16:49:54.84,3.0,1.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Inoue, Shintaro",830359.0,Left,KAN_WIL,Undefined,2,Top,2,0,0,Fastball,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.9109,-3.408535,-4.417425,2286.64605,225.026961,1:30,6.09159,2.46202,6.57455,-19.69749,14.36422,13.22095,1.31303,-0.49307,81.9568,-7.155595,-2.022182,0.420053,,,,,,,,,,,,-8.24823,8.89599,-2.16345,50.0,5.84829,9.54329,-130.13708,-8.31157,-14.07158,28.63517,-16.99741,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,141aa0a0-1331-11f0-ba42-4dff60da800b,89.7325,,,7.95409,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:49:54.84,2025-04-06 21:49:54.843750400+00:00,2025-04-06 21:49:54.843750400+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,bd2bf34d-6636-4acb-9a93-3885667017c3,53.92338,-130.99753,14.31759,6.09037,-7.80082,-8.4987,-2.45657,9.96612,-7.03579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
57.0,2025-04-06,16:50:07.51,3.0,2.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Inoue, Shintaro",830359.0,Left,KAN_WIL,Undefined,2,Top,2,0,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.15967,-1.096549,-1.224864,2668.700014,110.842343,9:45,5.84604,2.81574,6.25223,-34.82466,8.63473,-18.6882,1.93242,0.12868,72.86254,-7.600237,-4.602291,0.474475,,,,,,,,,,,,9.26934,5.30425,-2.71625,50.0,5.74784,3.17511,-116.35606,-3.23136,12.50838,25.02685,-25.01627,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,1bb530f0-1331-11f0-ba42-4dff60da800b,79.44032,,,7.29714,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:50:07.51,2025-04-06 21:50:07.514163200+00:00,2025-04-06 21:50:07.514163200+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,e90dec88-c85e-4b23-88f2-0eab58debb9c,54.2442,-117.26539,12.51343,5.84874,-2.32242,-12.50814,-2.82336,2.72064,6.25419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
58.0,2025-04-06,16:50:23.51,3.0,3.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Inoue, Shintaro",830359.0,Left,KAN_WIL,Undefined,2,Top,2,0,2,Sinker,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.99838,-2.484429,-2.529508,2254.355239,236.736416,2:00,6.06893,2.30911,6.74537,-24.29167,9.44036,12.62335,1.77128,1.04867,81.84145,-7.085891,-0.226688,0.418016,,,,,,,,,,,,-7.4543,6.10485,-2.14724,50.0,5.89628,5.29178,-130.61896,-6.36348,-12.74665,30.14102,-21.73489,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,25306820-1331-11f0-ba42-4dff60da800b,90.16988,,,8.15694,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:50:23.51,2025-04-06 21:50:23.517542400+00:00,2025-04-06 21:50:23.517542400+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,a53231c7-e3b0-4ef8-9048-3b0210abbbd3,53.75209,-131.48192,15.07051,6.06956,-5.74119,-10.86744,-2.30397,5.65673,-6.37332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
59.0,2025-04-06,16:50:42.82,3.0,4.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Inoue, Shintaro",830359.0,Left,KAN_WIL,Undefined,2,Top,2,0,2,Slider,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,80.88027,-0.613343,-1.430811,2661.887296,92.005867,9:00,6.13581,2.17997,6.01896,-41.09561,1.74366,-8.88008,2.14287,0.11441,73.87434,-8.203486,-3.030189,0.471078,,,,,,,,,,,,4.16614,1.4635,-2.06297,50.0,6.06533,3.26127,-117.44598,-2.54228,5.75787,24.42455,-30.15139,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,30bad040-1331-11f0-ba42-4dff60da800b,80.01323,,,7.00593,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:50:42.82,2025-04-06 21:50:42.827571200+00:00,2025-04-06 21:50:42.827571200+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,9fb7be10-5fc6-4c6f-ad2e-c4361eaee367,54.47978,-118.37395,12.21228,6.14016,-1.39674,-15.0757,-2.18272,3.04251,2.87894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,Medium,Medium,,,,,,2025-04-07,Yarmouth-Dennis
60.0,2025-04-06,16:51:07.31,3.0,5.0,"Watkins, Hunter",821908.0,Right,OKL_COW,"Inoue, Shintaro",830359.0,Left,KAN_WIL,Undefined,2,Top,2,0,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,73.1098,1.549359,0.274242,2529.495032,49.409119,7:45,6.29186,1.95943,5.87255,-62.01342,-9.92406,-13.37568,2.5635,1.09951,67.72415,-9.777752,-2.132037,0.519452,,,,,,,,,,,,6.9091,-4.99595,-1.97393,50.0,6.38139,-0.04479,-106.33051,0.99378,7.92137,17.98684,-37.90196,OKL_COW,KAN_WIL,OKState,D1,BIG12,20250406-OKState-3,3f573350-1331-11f0-ba42-4dff60da800b,72.56187,,,5.38566,,,,,,,731027c7-2a05-4835-bc40-32337f94cf1b,2025-04-06,21:51:07.31,2025-04-06 21:51:07.318118400+00:00,2025-04-06 21:51:07.318118400+00:00,,v3,4245,471328,,"Daugherty, Ian",695527.0,Right,OKL_COW,ede682e3-02b6-4f9c-a36e-3dbed10bd7f6,54.63012,-107.11087,8.99342,6.3026,2.63817,-18.95098,-1.96453,-0.38846,3.96069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,,2025-04-07,Yarmouth-Dennis
